Datetime,Activity_Type
2022-12-24 17:18:00,Light Sleep
2022-12-24 18:15:00,Light Sleep
2022-12-24 19:04:00,No Physical Activity
2022-12-24 21:07:00,Light Sleep
2022-12-24 21:09:00,No Physical Activity
2022-12-24 22:03:00,No Physical Activity
2022-12-24 22:04:00,No Physical Activity
2022-12-24 22:05:00,No Physical Activity
2022-12-24 22:05:00,Floors Climbed
2022-12-24 22:10:00,Light Sleep
2022-12-25 00:53:00,Light Sleep
2022-12-25 00:53:00,Light Sleep
2022-12-25 00:55:00,Light Sleep
2022-12-25 00:56:00,Running
2022-12-25 01:33:00,No Physical Activity
2022-12-25 01:48:00,Floors Climbed
2022-12-25 01:51:00,Running
2022-12-25 01:52:00,Running
2022-12-25 02:53:00,Running
2022-12-25 03:38:00,Light Sleep
2022-12-25 03:43:00,No Physical Activity
2022-12-25 03:51:00,No Physical Activity
2022-12-25 03:54:00,Light Sleep
2022-12-25 03:54:00,No Physical Activity
2022-12-25 04:39:00,No Physical Activity
2022-12-25 04:39:00,No Physical Activity
2022-12-25 06:23:00,No Physical Activity
2022-12-25 06:27:00,REM Sleep
2022-12-25 08:27:00,No Physical Activity
2022-12-25 10:24:00,Floors Climbed
2022-12-25 10:27:00,Light Sleep
2022-12-25 11:14:00,Light Sleep
2022-12-25 11:18:00,REM Sleep
2022-12-25 12:21:00,No Physical Activity
2022-12-25 13:19:00,No Physical Activity
2022-12-25 14:12:00,Light Sleep
2022-12-25 14:17:00,Running
2022-12-25 15:24:00,Running
2022-12-25 15:28:00,Light Sleep
2022-12-25 16:06:00,Light Sleep
2022-12-25 16:12:00,No Physical Activity
2022-12-25 17:05:00,No Physical Activity
2022-12-25 17:06:00,No Physical Activity
2022-12-25 17:07:00,No Physical Activity
2022-12-25 19:05:00,Floors Climbed
2022-12-25 19:05:00,Running
2022-12-25 20:04:00,Running
2022-12-25 20:11:00,No Physical Activity
2022-12-25 20:19:00,Light Sleep
2022-12-25 21:05:00,No Physical Activity
2022-12-25 21:14:00,Light Sleep
2022-12-25 21:20:00,No Physical Activity
2022-12-25 22:05:00,REM Sleep
2022-12-25 22:07:00,No Physical Activity
2022-12-25 22:13:00,REM Sleep
2022-12-26 00:51:00,Running
2022-12-26 01:52:00,No Physical Activity
2022-12-26 02:31:00,REM Sleep
2022-12-26 02:43:00,Light Sleep
2022-12-26 02:48:00,Running
2022-12-26 02:48:00,Light Sleep
2022-12-26 03:39:00,Light Sleep
2022-12-26 03:50:00,Light Sleep
2022-12-26 03:50:00,No Physical Activity
2022-12-26 03:52:00,Floors Climbed
2022-12-26 03:53:00,Light Sleep
2022-12-26 03:53:00,Walking
2022-12-26 03:54:00,Running
2022-12-26 04:32:00,No Physical Activity
2022-12-26 04:36:00,Floors Climbed
2022-12-26 04:40:00,REM Sleep
2022-12-26 04:48:00,Light Sleep
2022-12-26 05:28:00,Running
2022-12-26 05:32:00,Light Sleep
2022-12-26 05:32:00,Running
2022-12-26 06:27:00,No Physical Activity
2022-12-26 06:32:00,No Physical Activity
2022-12-26 11:25:00,No Physical Activity
2022-12-26 11:25:00,Light Sleep
2022-12-26 11:26:00,Light Sleep
2022-12-26 13:11:00,No Physical Activity
2022-12-26 15:20:00,Walking
2022-12-26 16:08:00,Running
2022-12-26 17:05:00,Running
2022-12-26 17:07:00,Light Sleep
2022-12-26 17:29:00,Light Sleep
2022-12-26 18:05:00,No Physical Activity
2022-12-26 18:12:00,No Physical Activity
2022-12-26 18:15:00,No Physical Activity
2022-12-26 19:05:00,REM Sleep
2022-12-26 19:22:00,Light Sleep
2022-12-26 20:17:00,REM Sleep
2022-12-26 21:05:00,Light Sleep
2022-12-26 22:01:00,Floors Climbed
2022-12-27 00:42:00,Floors Climbed
2022-12-27 00:45:00,No Physical Activity
2022-12-27 01:44:00,Light Sleep
2022-12-27 01:53:00,REM Sleep
2022-12-27 02:39:00,No Physical Activity
2022-12-27 02:44:00,Floors Climbed
2022-12-27 02:46:00,No Physical Activity
2022-12-27 02:49:00,Floors Climbed
2022-12-27 03:29:00,Floors Climbed
2022-12-27 03:42:00,Running
2022-12-27 03:46:00,No Physical Activity
2022-12-27 03:50:00,REM Sleep
2022-12-27 03:50:00,Floors Climbed
2022-12-27 03:53:00,Running
2022-12-27 03:53:00,No Physical Activity
2022-12-27 04:33:00,No Physical Activity
2022-12-27 04:36:00,Running
2022-12-27 05:33:00,Running
2022-12-27 05:33:00,Running
2022-12-27 05:34:00,Floors Climbed
2022-12-27 05:34:00,Light Sleep
2022-12-27 05:34:00,Floors Climbed
2022-12-27 05:36:00,No Physical Activity
2022-12-27 05:36:00,Light Sleep
2022-12-27 06:43:00,REM Sleep
2022-12-27 07:26:00,Running
2022-12-27 07:36:00,Light Sleep
2022-12-27 08:37:00,REM Sleep
2022-12-27 08:38:00,No Physical Activity
2022-12-27 09:42:00,Floors Climbed
2022-12-27 10:13:00,Running
2022-12-27 10:15:00,Floors Climbed
2022-12-27 10:17:00,Light Sleep
2022-12-27 11:22:00,Floors Climbed
2022-12-27 11:33:00,No Physical Activity
2022-12-27 13:11:00,Running
2022-12-27 13:22:00,No Physical Activity
2022-12-27 16:07:00,Running
2022-12-27 17:11:00,Running
2022-12-27 17:12:00,Light Sleep
2022-12-27 18:09:00,REM Sleep
2022-12-27 21:10:00,No Physical Activity
2022-12-27 21:13:00,Running
2022-12-27 22:03:00,Running
2022-12-27 22:04:00,No Physical Activity
2022-12-27 22:04:00,Light Sleep
2022-12-27 22:05:00,REM Sleep
2022-12-27 22:07:00,Light Sleep
2022-12-27 22:19:00,Running
2022-12-28 00:38:00,No Physical Activity
2022-12-28 00:44:00,Light Sleep
2022-12-28 00:53:00,Running
2022-12-28 01:48:00,REM Sleep
2022-12-28 01:54:00,Light Sleep
2022-12-28 02:33:00,Light Sleep
2022-12-28 03:41:00,Running
2022-12-28 03:46:00,REM Sleep
2022-12-28 03:49:00,Light Sleep
2022-12-28 03:49:00,REM Sleep
2022-12-28 03:51:00,Running
2022-12-28 04:37:00,No Physical Activity
2022-12-28 04:41:00,Running
2022-12-28 04:48:00,Running
2022-12-28 06:27:00,Light Sleep
2022-12-28 06:33:00,No Physical Activity
2022-12-28 06:44:00,Light Sleep
2022-12-28 08:17:00,No Physical Activity
2022-12-28 08:20:00,Light Sleep
2022-12-28 08:36:00,No Physical Activity
2022-12-28 09:27:00,Floors Climbed
2022-12-28 10:18:00,Light Sleep
2022-12-28 11:23:00,Floors Climbed
2022-12-28 11:28:00,Running
2022-12-28 11:30:00,Light Sleep
2022-12-28 11:32:00,Running
2022-12-28 12:15:00,Light Sleep
2022-12-28 13:13:00,REM Sleep
2022-12-28 13:16:00,Running
2022-12-28 13:20:00,No Physical Activity
2022-12-28 14:14:00,Light Sleep
2022-12-28 14:22:00,Running
2022-12-28 15:12:00,Running
2022-12-28 17:07:00,Floors Climbed
2022-12-28 17:16:00,No Physical Activity
2022-12-28 18:05:00,No Physical Activity
2022-12-28 19:05:00,Light Sleep
2022-12-28 19:05:00,No Physical Activity
2022-12-28 19:22:00,Floors Climbed
2022-12-28 20:12:00,Running
2022-12-28 20:19:00,No Physical Activity
2022-12-28 21:07:00,Light Sleep
2022-12-28 21:10:00,Light Sleep
2022-12-28 22:02:00,REM Sleep
2022-12-28 22:07:00,Running
2022-12-28 22:07:00,Running
2022-12-29 00:41:00,Light Sleep
2022-12-29 00:43:00,No Physical Activity
2022-12-29 00:52:00,Light Sleep
2022-12-29 00:53:00,Light Sleep
2022-12-29 01:45:00,Running
2022-12-29 03:26:00,Running
2022-12-29 03:28:00,REM Sleep
2022-12-29 03:49:00,No Physical Activity
2022-12-29 03:52:00,Light Sleep
2022-12-29 03:54:00,Light Sleep
2022-12-29 03:54:00,No Physical Activity
2022-12-29 03:55:00,Running
2022-12-29 04:36:00,No Physical Activity
2022-12-29 04:36:00,No Physical Activity
2022-12-29 04:38:00,REM Sleep
2022-12-29 05:31:00,Light Sleep
2022-12-29 05:39:00,No Physical Activity
2022-12-29 05:42:00,Light Sleep
2022-12-29 05:43:00,Running
2022-12-29 06:31:00,Light Sleep
2022-12-29 07:34:00,Light Sleep
2022-12-29 09:27:00,No Physical Activity
2022-12-29 11:13:00,No Physical Activity
2022-12-29 11:26:00,No Physical Activity
2022-12-29 12:20:00,Light Sleep
2022-12-29 12:32:00,Running
2022-12-29 13:15:00,Light Sleep
2022-12-29 14:11:00,Light Sleep
2022-12-29 14:22:00,No Physical Activity
2022-12-29 14:30:00,Running
2022-12-29 15:08:00,No Physical Activity
2022-12-29 15:08:00,Running
2022-12-29 16:06:00,No Physical Activity
2022-12-29 16:07:00,Running
2022-12-29 16:19:00,No Physical Activity
2022-12-29 17:07:00,Running
2022-12-29 18:08:00,Running
2022-12-29 18:15:00,REM Sleep
2022-12-29 20:21:00,Running
2022-12-29 21:04:00,Light Sleep
2022-12-29 22:03:00,No Physical Activity
2022-12-29 22:04:00,Light Sleep
2022-12-29 22:04:00,Running
2022-12-29 22:05:00,Running
2022-12-29 22:05:00,Light Sleep
2022-12-29 22:06:00,Light Sleep
2022-12-29 22:12:00,Light Sleep
2022-12-30 00:39:00,Light Sleep
2022-12-30 00:41:00,No Physical Activity
2022-12-30 01:32:00,Running
2022-12-30 01:49:00,REM Sleep
2022-12-30 03:45:00,Floors Climbed
2022-12-30 03:50:00,Floors Climbed
2022-12-30 03:51:00,Running
2022-12-30 03:51:00,Floors Climbed
2022-12-30 03:52:00,No Physical Activity
2022-12-30 03:52:00,No Physical Activity
2022-12-30 03:53:00,Running
2022-12-30 04:31:00,Running
2022-12-30 04:32:00,Light Sleep
2022-12-30 04:38:00,No Physical Activity
2022-12-30 04:51:00,Light Sleep
2022-12-30 05:32:00,Light Sleep
2022-12-30 05:34:00,No Physical Activity
2022-12-30 06:44:00,Floors Climbed
2022-12-30 07:21:00,No Physical Activity
2022-12-30 07:30:00,No Physical Activity
2022-12-30 08:32:00,Floors Climbed
2022-12-30 10:19:00,Light Sleep
2022-12-30 10:24:00,Running
2022-12-30 11:27:00,No Physical Activity
2022-12-30 11:30:00,Running
2022-12-30 12:11:00,Floors Climbed
2022-12-30 12:21:00,Light Sleep
2022-12-30 13:32:00,No Physical Activity
2022-12-30 15:08:00,Running
2022-12-30 15:09:00,No Physical Activity
2022-12-30 15:12:00,No Physical Activity
2022-12-30 16:07:00,No Physical Activity
2022-12-30 16:07:00,No Physical Activity
2022-12-30 16:27:00,Running
2022-12-30 17:05:00,Light Sleep
2022-12-30 17:05:00,Light Sleep
2022-12-30 19:04:00,Running
2022-12-30 19:07:00,Light Sleep
2022-12-30 21:11:00,No Physical Activity
2022-12-30 22:00:00,Running
2022-12-30 22:01:00,Light Sleep
2022-12-30 22:02:00,Light Sleep
2022-12-30 22:04:00,Light Sleep
2022-12-30 22:04:00,Running
